_id,ltable_business_id,rtable_id,ltable_name2,ltable_address,ltable_address_num,ltable_postal_code,ltable_latitude,ltable_longitude,rtable_name2,rtable_address,rtable_address_num,rtable_zipcode,rtable_latitude,rtable_longitude
656,9BeOKr8DGzDEmdoe-FzQbg,17501572,kennedy manor dining room & bar,"1 Langdon St, Ste 103",1.0,53703.0,43.07836,-89.3897099,j & m bar,"127 W Main St, Belleville, WI 53508",127.0,53508.0,42.8598,-89.5357
681,FDSl04CJhMXhVT5rT7-pjg,17501572,j & m bar and grill,127 W Main St,127.0,53508.0,42.860019,-89.536184,j & m bar,"127 W Main St, Belleville, WI 53508",127.0,53508.0,42.8598,-89.5357
690,OHlWeG019fqPbvYO5ZDEqg,17501572,shamrock bar & grille,117 W Main St,117.0,53703.0,43.072439,-89.38461,j & m bar,"127 W Main St, Belleville, WI 53508",127.0,53508.0,42.8598,-89.5357
723,uXZ4Of7CV77SmKIjya3y_A,17501572,varsity bar & grill,1205 W Main St,1205.0,53590.0,43.1797865,-89.233109,j & m bar,"127 W Main St, Belleville, WI 53508",127.0,53508.0,42.8598,-89.5357
739,0I8kPMnD_EWzGsDU9TGPNg,17501577,paoli local foods,6895 Paoli Rd,6895.0,53508.0,42.9290011,-89.5260672,paoli pub & grill,"6893 Paoli Rd, Belleville, WI 53508",6893.0,53508.0,42.9293,-89.5258
827,t-LnJne10SHAWATKYdQdJQ,17501577,huhot mongolian grill,"610 Junction Rd, Ste 101",610.0,53717.0,43.0732552,-89.5266699,paoli pub & grill,"6893 Paoli Rd, Belleville, WI 53508",6893.0,53508.0,42.9293,-89.5258
852,xLm4S3tpxbPStwHHrhxKTg,17501577,paoli bread and brat house,6890 Paoli Rd,6890.0,53593.0,42.929422,-89.5252777,paoli pub & grill,"6893 Paoli Rd, Belleville, WI 53508",6893.0,53508.0,42.9293,-89.5258
890,iUPRmBfFZe4oz78R9m_zSw,17501577,paoli schoolhouse café,6857 Paoli Rd,6857.0,53508.0,42.9293242,-89.5241881,paoli pub & grill,"6893 Paoli Rd, Belleville, WI 53508",6893.0,53508.0,42.9293,-89.5258
898,6oI37LjBo9uO2dd_CeniWg,17501577,paoli pub & grill,6893 Paoli Rd,6893.0,53508.0,42.9291111,-89.5259188,paoli pub & grill,"6893 Paoli Rd, Belleville, WI 53508",6893.0,53508.0,42.9293,-89.5258
943,2RnF5hqGXd8CtGRqfTkaXA,17501577,the paoli schoolhouse shops,6857 Paoli Rd,6857.0,53508.0,42.9293242,-89.5241881,paoli pub & grill,"6893 Paoli Rd, Belleville, WI 53508",6893.0,53508.0,42.9293,-89.5258
945,-mst4KdHEmeF3Qm0Xfouhw,17501578,subway,"6000 Monona Dr, Ste 100",6000.0,53716.0,43.0539464275,-89.3249382824,subway,"1019 River St Ste 4, Belleville, WI 53508",1019.0,53508.0,42.8774,-89.5331
957,bjgffjRaxLvgh9CJq1xxVg,17501586,blue spoon cafe,"2831 Parmenter St, Ste 140",2831.0,53562.0,43.1054335,-89.5106336,harley blue,"2961 Main St, Blue Mounds, WI 53517",2961.0,53517.0,43.0174,-89.8322
999,84WYW7OfV-IXUJk95EL5_Q,17501595,samba brazilian grill,"240 W Gilman St, Fl 2",240.0,53703.0,43.07546,-89.393063,heather's rockdale bar & grill,"222 Water St, Cambridge, WI 53523",222.0,53523.0,42.9729,-89.0312
1047,g6aWPjcKukfK1-Po70Lhyw,17501595,wonder bar steakhouse,222 E Olin Ave,222.0,53713.0,43.05216,-89.379187,heather's rockdale bar & grill,"222 Water St, Cambridge, WI 53523",222.0,53523.0,42.9729,-89.0312
1097,9BeOKr8DGzDEmdoe-FzQbg,17501595,kennedy manor dining room & bar,"1 Langdon St, Ste 103",1.0,53703.0,43.07836,-89.3897099,heather's rockdale bar & grill,"222 Water St, Cambridge, WI 53523",222.0,53523.0,42.9729,-89.0312
1208,f5QG_TCCkDlQqby22jWPXw,17501596,pine cone restaurant,6162 US Hwy 51,6162.0,53532.0,43.18405,-89.3229659,lake ripley family restaurant,"W9644 US Highway 12, Cambridge, WI 53523",9644.0,53523.0,43.0011,-89.0084
1291,w53wITixOgDFWld-X1mMng,17501597,main depot tavern,627 W Main St,627.0,53703.0,43.0672802,-89.392125,london depot,"W9696 E Main St, Cambridge, WI 53523",9696.0,53523.0,43.047,-89.0113
1297,c5mnoNYWzsw_gJSZ0C4b6w,17501599,spartan pizza,5813 Main St,5813.0,53558.0,43.0141412,-89.2886604,pizza pit extreme,"275 W Main St, Cambridge, WI 53523",275.0,53523.0,43.004871,-89.022725
1311,hwjbr0Qskx_qWqx1de5gTg,17501599,pizza pit,611 S Main St,611.0,53532.0,43.2414099,-89.3437115,pizza pit extreme,"275 W Main St, Cambridge, WI 53523",275.0,53523.0,43.004871,-89.022725
1317,z8MnefVbAKcIGN7BwDullA,17501599,domino's pizza,1585 W Main St,1585.0,53590.0,43.1778773,-89.2398226,pizza pit extreme,"275 W Main St, Cambridge, WI 53523",275.0,53523.0,43.004871,-89.022725
1320,oWlw9371cuPN-dQ-VEwgYg,17501599,maria's pizza,134 S Main St,134.0,53575.0,42.9254462,-89.3843734,pizza pit extreme,"275 W Main St, Cambridge, WI 53523",275.0,53523.0,43.004871,-89.022725
1322,GEL7svZLFqx9NWq3aOtz_Q,17501599,pita pit,"449 State St, Ste B/L3",449.0,53703.0,43.0745126,-89.3933663,pizza pit extreme,"275 W Main St, Cambridge, WI 53523",275.0,53523.0,43.004871,-89.022725
1327,OKGfGPx3AJOw6ohrIXM-yg,17501599,tano's pizza,1910 Main St,1910.0,53528.0,43.1134229,-89.6499951,pizza pit extreme,"275 W Main St, Cambridge, WI 53523",275.0,53523.0,43.004871,-89.022725
1329,l7A73zaNzDyWJJ0ixc2ymw,17501599,pizza pit,330 W Main St,330.0,53590.0,43.1832772,-89.2185271,pizza pit extreme,"275 W Main St, Cambridge, WI 53523",275.0,53523.0,43.004871,-89.022725
1331,w_vkR8qzclBU15ygRc8jfQ,17501599,marsala's pizza and ristorante,421 E Main St,421.0,53589.0,42.916665,-89.215815,pizza pit extreme,"275 W Main St, Cambridge, WI 53523",275.0,53523.0,43.004871,-89.022725
1335,KHZKC-xiTAC8yoxRC_95Tg,17501599,pizza hut,633 S Main St,633.0,53532.0,43.2393613,-89.342612,pizza pit extreme,"275 W Main St, Cambridge, WI 53523",275.0,53523.0,43.004871,-89.022725
1338,qSZa_skrz3CchQ1yqCa42Q,17501599,sole & sapori pizza,209 E Main St,209.0,53572.0,43.0083259,-89.737673,pizza pit extreme,"275 W Main St, Cambridge, WI 53523",275.0,53523.0,43.004871,-89.022725
1346,5knOqCWniwFbDlznijP3bQ,17501599,little caesars pizza,1334 W Main St,1334.0,53590.0,43.1794029,-89.2363971,pizza pit extreme,"275 W Main St, Cambridge, WI 53523",275.0,53523.0,43.004871,-89.022725
1354,FuVGP7x3pib95GGrN8irew,17501599,pizza pit,1060 W Main St,1060.0,53589.0,42.918072,-89.233059,pizza pit extreme,"275 W Main St, Cambridge, WI 53523",275.0,53523.0,43.004871,-89.022725
1359,6nLuU3av6aQiLVXHNWLbew,17501599,sugar river pizza,"1019 River St, Ste 5",1019.0,53508.0,42.8753193,-89.5329802,pizza pit extreme,"275 W Main St, Cambridge, WI 53523",275.0,53523.0,43.004871,-89.022725
1363,jF3zUwEWluI2ZPzkke9mXA,17501599,la bella pizza & pasta,407 W Main St,407.0,53572.0,43.007059,-89.746169,pizza pit extreme,"275 W Main St, Cambridge, WI 53523",275.0,53523.0,43.004871,-89.022725
1366,papMvgFSTh3hBb8junt7CA,17501599,nello's pizza,135 W Main St,135.0,53589.0,42.9245113,-89.2297253,pizza pit extreme,"275 W Main St, Cambridge, WI 53523",275.0,53523.0,43.004871,-89.022725
1372,sbm0jmhWui8YrvFgxnJ4kQ,17501599,glass nickel pizza,101 W Main St,101.0,53590.0,43.1830513,-89.2138697,pizza pit extreme,"275 W Main St, Cambridge, WI 53523",275.0,53523.0,43.004871,-89.022725
1386,1Hhc1h5TETqtVMgasiimuQ,17501604,subway,1429 W Main St,1429.0,53590.0,43.1784005,-89.2377158,subway,"412 W Main St, Cambridge, WI 53523",412.0,53523.0,43.0073,-89.0226
1478,Lvg2y48cv7xFUJBqoUXmvw,17501609,happy grill mexican restaurant,"2810 E Washington Ave, Ste A",2810.0,53704.0,43.102869,-89.3457212,appletree family restaurant,"675 Park Ave, Columbus, WI 53925",675.0,53925.0,43.3342,-89.0195
1511,aQYLi9BmN0KcLmK4OB_-SA,17501609,vientiane restaurant,626 S Park St,626.0,53715.0,43.0603702,-89.4010014,appletree family restaurant,"675 Park Ave, Columbus, WI 53925",675.0,53925.0,43.3342,-89.0195
1513,CcuKo38SwW54TDlMWAMi7A,17501609,taj indian restaurant,1256 S Park St,1256.0,53715.0,43.0530331,-89.3963895,appletree family restaurant,"675 Park Ave, Columbus, WI 53925",675.0,53925.0,43.3342,-89.0195
1559,vn5f16PcHU-feucWgK7r1g,17501609,edo japanese restaurant,532 S Park St,532.0,53715.0,43.0611621,-89.4011106,appletree family restaurant,"675 Park Ave, Columbus, WI 53925",675.0,53925.0,43.3342,-89.0195
1562,YnysIH0yvgMLtlsBdOSecw,17501609,asahi japanese restaurant,536 S Park St,536.0,53715.0,43.0615382,-89.4008856,appletree family restaurant,"675 Park Ave, Columbus, WI 53925",675.0,53925.0,43.3342,-89.0195
1613,98wHSByl7JRdrYcMuFfGeA,17501612,sjolinds chocolate house,"219 E Main St, Ste A",219.0,53572.0,43.0085249,-89.7372832,capri steak house,"126 S Ludington St, Columbus, WI 53925",126.0,53925.0,43.3381,-89.0151
1629,VxwcmqZ56tzPr7ZbLxlhTw,17501614,china wok,"6771 University Ave, Ste 107",6771.0,53562.0,43.0967246413,-89.4980389997,china king,"107 N Ludington St, Columbus, WI 53925",107.0,53925.0,43.3385,-89.0146
1683,NiBzh0kHusvH5rdnpm7yVw,17501615,bandung indonesian restaurant,"600 Williamson St, Ste M",600.0,53703.0,43.076604,-89.3745656,columbus family restaurant,"224 Dix St, Columbus, WI 53925",224.0,53925.0,43.3432,-89.0293
1786,9D9VuQW6ysUacf63q-5pMA,17501619,pizza hut,520 S Park St,520.0,53715.0,43.0613553,-89.4010849,day one pizza,"749 Park Ave, Columbus, WI 53925",749.0,53925.0,43.3339,-89.0199
1832,CqCWN9aBJf8YNJxyel7psg,17501619,glass nickel pizza,"5003 University Ave, Ste 170",5003.0,53705.0,43.075514738,-89.4666706186,day one pizza,"749 Park Ave, Columbus, WI 53925",749.0,53925.0,43.3339,-89.0199
1879,okeUtkqtXlc8fjGuduJubg,17501631,black bear inn,320 W Cottage Grove Rd,320.0,53527.0,43.0861154,-89.2070621,black bear inn,"320 W Cottage Grove Rd, Cottage Grove, WI 53527",320.0,53527.0,43.0866,-89.2066
1881,GfYzz2Dnnn0CqeDqROAKTQ,17501631,china inn,4702 Cottage Grove Rd,4702.0,53716.0,43.0843511,-89.2997981,black bear inn,"320 W Cottage Grove Rd, Cottage Grove, WI 53527",320.0,53527.0,43.0866,-89.2066
1889,hc81y_5FQjTiZcgqnY8vfQ,17501634,pizza hut,4762 Cottage Grove Rd,4762.0,53716.0,43.0845957,-89.2995667,hot stuff pizza,"203 W. Cottage Grove Rd., Cottage Grove, WI 53527",203.0,53527.0,43.0866,-89.2042
1919,qd7KHsn4B4q3CqNw-yxOWQ,17501634,doughboys pizza,447 West Cottage Grove Rd,447.0,53527.0,43.0866451,-89.2088032,hot stuff pizza,"203 W. Cottage Grove Rd., Cottage Grove, WI 53527",203.0,53527.0,43.0866,-89.2042
1960,TvhpG74DvdoF4MA0vLlOLw,17501634,buck's pizza,219 Cottage Grove Rd,219.0,53716.0,43.0836891,-89.3225822,hot stuff pizza,"203 W. Cottage Grove Rd., Cottage Grove, WI 53527",203.0,53527.0,43.0866,-89.2042
1984,h5ZeHDpJXHkB-Sqa5gKsQw,17501636,mcdonald's,401 W Cottage Grove Rd,401.0,53527.0,43.087207,-89.209226,mcdonald's,"401 W Cottage Grove Rd, Cottage Grove, WI 53527",401.0,53527.0,43.0868,-89.2078
1989,WCMt5LU2NnkmzjKNhTB7UA,17501638,vfw day post 7591,301 Cottage Grove Rd,301.0,53716.0,43.083265,-89.32132,out post,"227 S Main St, Cottage Grove, WI 53527",227.0,53527.0,43.076,-89.1999
2006,HaRB76OqxMZ28snURM9tFw,17501639,papa bear's bbq,4527 Cottage Grove Rd,4527.0,53716.0,43.084097,-89.3045168,papa jimmy's pizzeria,"224 West Cottage Grove Rd, Cottage Grove, WI 53527",224.0,53527.0,43.0863299,-89.2039999
2023,Ffd7S8tVzeY_MgsrZtW7kw,17501639,papa jimmy's pizzeria,224 W Cottage Grove Rd,224.0,53527.0,43.0864166,-89.2040296,papa jimmy's pizzeria,"224 West Cottage Grove Rd, Cottage Grove, WI 53527",224.0,53527.0,43.0863299,-89.2039999
2076,yfvldEvsIfzcvWqmU8un3w,17501642,heritage bakery & cafe,4674 Cottage Grove Rd,4674.0,53716.0,43.0843503,-89.2998239,village cafe,"214 W Cottage Grove Rd, Cottage Grove, WI 53527",214.0,53527.0,43.0866,-89.2021
2106,NkdpsbNiafCM1ENutFksMg,17501642,village cafe,214 W Cottage Grove Rd,214.0,53527.0,43.0863206,-89.2027298,village cafe,"214 W Cottage Grove Rd, Cottage Grove, WI 53527",214.0,53527.0,43.0866,-89.2021
2116,dGJwiltTg81VuCdHl485MA,17501643,xiang jiang,439 W Cottage Grove Rd,439.0,53527.0,43.0866447,-89.2087999,xiang jiang,"439 W Cottage Grove Rd, Cottage Grove, WI 53527",439.0,53527.0,43.0868,-89.2081
2123,K6JBV6RTa8eMYIJ7RVP4Bg,17501644,culver's frozen custard,1501 W Main St,1501.0,53590.0,43.1782088,-89.2387305,culver's,"2523 Main St, Cross Plains, WI 53528",2523.0,53528.0,43.1112,-89.644
2125,EgbWvXVyExSqcFx9r7fZug,17501644,culver's,2523 Main St,2523.0,53528.0,43.111364,-89.6441679,culver's,"2523 Main St, Cross Plains, WI 53528",2523.0,53528.0,43.1112,-89.644
2159,w53wITixOgDFWld-X1mMng,17501650,main depot tavern,627 W Main St,627.0,53703.0,43.0672802,-89.392125,kurt's on main,"1902 Main St, Cross Plains, WI 53528",1902.0,53528.0,43.1136,-89.6504
2160,oyjibcwohyExYYp8lMJ7eA,17501650,charlie's on main,113 S Main St,113.0,53575.0,42.9259569,-89.384765,kurt's on main,"1902 Main St, Cross Plains, WI 53528",1902.0,53528.0,43.1136,-89.6504
2161,Jdtyt2bHpo14dQX5SF_hXQ,17501650,mason's on main,113 S Main St,113.0,53575.0,42.9259418,-89.3846118,kurt's on main,"1902 Main St, Cross Plains, WI 53528",1902.0,53528.0,43.1136,-89.6504
2163,pOP4-a9Nf_UtwXfUqIiWng,17501650,main street kitchen,334 E Main St,334.0,53589.0,42.9170047,-89.2173638,kurt's on main,"1902 Main St, Cross Plains, WI 53528",1902.0,53528.0,43.1136,-89.6504
2164,ZZr9W_LtZeR1-KrmaVt62Q,17501650,ace's main tap,121 S Main St,121.0,53575.0,42.9258232876,-89.3846596781,kurt's on main,"1902 Main St, Cross Plains, WI 53528",1902.0,53528.0,43.1136,-89.6504
2165,0jy1V32K1F_7bM8mu3nK5w,17501650,main street pub & grill,120 E Main St,120.0,53572.0,43.0086740632,-89.7376195907,kurt's on main,"1902 Main St, Cross Plains, WI 53528",1902.0,53528.0,43.1136,-89.6504
2166,fVPkpAqN5YCddwMb6QVUMQ,17501650,main street kitchen,120 E Main St,120.0,53589.0,42.9170299,-89.220067,kurt's on main,"1902 Main St, Cross Plains, WI 53528",1902.0,53528.0,43.1136,-89.6504
2167,YMQItGEb1tDJuQ5Cl9aD4A,17501651,the monk's retreat,1118 Main St,1118.0,53528.0,43.114202,-89.659146,monk's retreat,"1118 Main St, Cross Plains, WI 53528",1118.0,53528.0,43.1144,-89.6599
2202,cugTYtxVL2Q6Kkd8w4xMNw,17501652,uno pizzeria & grill,7601 Mineral Point Rd.,7601.0,53717.0,43.0601823,-89.5138753,morgan's bar and grill,"8640 W Mineral Point Rd, Cross Plains, WI 53528",8640.0,53528.0,43.0608,-89.6547
2203,5P73h8f_5q-00YIIkUX4WA,17501652,bonefish grill,7345 Mineral Point Rd,7345.0,53717.0,43.0601717613,-89.5085259603,morgan's bar and grill,"8640 W Mineral Point Rd, Cross Plains, WI 53528",8640.0,53528.0,43.0608,-89.6547
2213,TBh4lRgZayACZKK02suaSQ,17501652,martin o'grady irish pub & grill,7436 Mineral Point Rd,7436.0,53717.0,43.0612817,-89.511733,morgan's bar and grill,"8640 W Mineral Point Rd, Cross Plains, WI 53528",8640.0,53528.0,43.0608,-89.6547
2239,t-LnJne10SHAWATKYdQdJQ,17501652,huhot mongolian grill,"610 Junction Rd, Ste 101",610.0,53717.0,43.0732552,-89.5266699,morgan's bar and grill,"8640 W Mineral Point Rd, Cross Plains, WI 53528",8640.0,53528.0,43.0608,-89.6547
2242,NsDydu5clpNkiTahn3wQ2g,17501652,joey's seafood & grill,6602 Mineral Point Rd,6602.0,53705.0,43.061398,-89.495884,morgan's bar and grill,"8640 W Mineral Point Rd, Cross Plains, WI 53528",8640.0,53528.0,43.0608,-89.6547
2296,NVIaU1w3e8KSeaGihSWicg,17501652,village bar,3801 Mineral Point Rd,3801.0,53705.0,43.0605745,-89.4389134,morgan's bar and grill,"8640 W Mineral Point Rd, Cross Plains, WI 53528",8640.0,53528.0,43.0608,-89.6547
2306,RG2IGb4LwbxUwCW3iooYDA,17501652,otto's restaurant & bar,6405 Mineral Point Rd,6405.0,53705.0,43.0600543,-89.4906724,morgan's bar and grill,"8640 W Mineral Point Rd, Cross Plains, WI 53528",8640.0,53528.0,43.0608,-89.6547
2320,Rwi2WrlF69zZ0eReTXF4jA,17501654,red mouse,3738 County Road P,3738.0,53528.0,43.0600318,-89.6553111,red mouse,"3738 County Road P, Cross Plains, WI 53528",3738.0,53528.0,43.0598,-89.6556
2323,zVcQuL6XvUL3Ut1i4vt7_g,17501657,subway,11 Glacier Edge Sq,11.0,53528.0,43.1116079,-89.6430894,subway,"11 Glacier Edge Sq, Cross Plains, WI 53528",11.0,53528.0,43.1115,-89.643
2335,c5mnoNYWzsw_gJSZ0C4b6w,17501658,spartan pizza,5813 Main St,5813.0,53558.0,43.0141412,-89.2886604,tano's pizza,"1910 Main St, Cross Plains, WI 53528",1910.0,53528.0,43.1136,-89.6503
2349,hwjbr0Qskx_qWqx1de5gTg,17501658,pizza pit,611 S Main St,611.0,53532.0,43.2414099,-89.3437115,tano's pizza,"1910 Main St, Cross Plains, WI 53528",1910.0,53528.0,43.1136,-89.6503
2355,z8MnefVbAKcIGN7BwDullA,17501658,domino's pizza,1585 W Main St,1585.0,53590.0,43.1778773,-89.2398226,tano's pizza,"1910 Main St, Cross Plains, WI 53528",1910.0,53528.0,43.1136,-89.6503
2358,oWlw9371cuPN-dQ-VEwgYg,17501658,maria's pizza,134 S Main St,134.0,53575.0,42.9254462,-89.3843734,tano's pizza,"1910 Main St, Cross Plains, WI 53528",1910.0,53528.0,43.1136,-89.6503
2365,OKGfGPx3AJOw6ohrIXM-yg,17501658,tano's pizza,1910 Main St,1910.0,53528.0,43.1134229,-89.6499951,tano's pizza,"1910 Main St, Cross Plains, WI 53528",1910.0,53528.0,43.1136,-89.6503
2367,l7A73zaNzDyWJJ0ixc2ymw,17501658,pizza pit,330 W Main St,330.0,53590.0,43.1832772,-89.2185271,tano's pizza,"1910 Main St, Cross Plains, WI 53528",1910.0,53528.0,43.1136,-89.6503
2369,w_vkR8qzclBU15ygRc8jfQ,17501658,marsala's pizza and ristorante,421 E Main St,421.0,53589.0,42.916665,-89.215815,tano's pizza,"1910 Main St, Cross Plains, WI 53528",1910.0,53528.0,43.1136,-89.6503
2373,KHZKC-xiTAC8yoxRC_95Tg,17501658,pizza hut,633 S Main St,633.0,53532.0,43.2393613,-89.342612,tano's pizza,"1910 Main St, Cross Plains, WI 53528",1910.0,53528.0,43.1136,-89.6503
2376,qSZa_skrz3CchQ1yqCa42Q,17501658,sole & sapori pizza,209 E Main St,209.0,53572.0,43.0083259,-89.737673,tano's pizza,"1910 Main St, Cross Plains, WI 53528",1910.0,53528.0,43.1136,-89.6503
2382,5knOqCWniwFbDlznijP3bQ,17501658,little caesars pizza,1334 W Main St,1334.0,53590.0,43.1794029,-89.2363971,tano's pizza,"1910 Main St, Cross Plains, WI 53528",1910.0,53528.0,43.1136,-89.6503
