business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,type,address_num
gVTna38clthQRSd9doGYjg,Rev. Jim's Roadhouse,,6402 Millpond Rd,Madison,WI,53718.0,43.0446999,-89.2681911,2.5,5,1,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u""BestNights: {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'CoatCheck: False', u'DogsAllowed: False', u'GoodForDancing: True', u'GoodForKids: False', u'HappyHour: True', u'HasTV: True', u""Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", u'NoiseLevel: loud', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTakeOut: True', u'Smoking: outdoor', u'WheelchairAccessible: True']","[u'Sports Bars', u'Bars', u'Nightlife', u'Restaurants', u'American (Traditional)']","[u'Monday 11:0-2:0', u'Tuesday 11:0-2:0', u'Wednesday 11:0-2:0', u'Thursday 11:0-2:0', u'Friday 11:0-2:30', u'Saturday 10:0-2:30', u'Sunday 10:0-2:0']",business,6402
azJAJh8oivpsU9HzlLS6EA,Taco Bell,,421 Commerce Drive,Madison,WI,53719.0,43.059957,-89.524364,1.5,19,1,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'DriveThru: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True']","[u'Mexican', u'Tex-Mex', u'Restaurants', u'Fast Food']","[u'Monday 7:0-1:0', u'Tuesday 7:0-1:0', u'Wednesday 7:0-1:0', u'Thursday 7:0-1:0', u'Friday 7:0-2:0', u'Saturday 7:0-2:0', u'Sunday 7:0-1:0']",business,421
jc8yrgtHvcNwdhc5HWGQ4A,QDOBA Mexican Eats,South Campus,2 N Park St,Madison,WI,53715.0,43.0678629771,-89.4012370706,3.5,6,1,"[u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'DriveThru: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: True', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True']","[u'Mexican', u'Restaurants', u'Caterers', u'Fast Food', u'Event Planning & Services']","[u'Monday 10:30-3:30', u'Tuesday 10:30-3:30', u'Wednesday 10:30-3:30', u'Thursday 10:30-3:30', u'Friday 10:30-3:30', u'Saturday 10:30-3:30', u'Sunday 10:30-2:0']",business,2
8iZ5bR_Zl-xQZMDCvNKLgg,Crescendo Espresso Bar + Music Cafe,Vilas,1859 Monroe St,Madison,WI,53711.0,43.064652,-89.416998,4.5,37,1,"[u'Alcohol: beer_and_wine', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u""BestNights: {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'CoatCheck: False', u'GoodForDancing: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"", u'HappyHour: False', u'HasTV: False', u""Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': True, 'video': False, 'jukebox': False}"", u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'Smoking: no', u'WheelchairAccessible: True', u'WiFi: free']","[u'Food', u'Cafes', u'Music Venues', u'Arts & Entertainment', u'Coffee & Tea', u'Nightlife', u'Restaurants']","[u'Monday 6:30-20:0', u'Tuesday 6:30-20:0', u'Wednesday 6:30-20:0', u'Thursday 6:30-20:0', u'Friday 6:30-20:0', u'Saturday 6:30-20:0', u'Sunday 7:0-17:0']",business,1859
w5eLKjDBu8N_tHtXKe4j-g,Ingrid's Lunch Box,Capitol,State St,Madison,WI,53703.0,43.0747905,-89.3908156,4.5,8,0,"[u'Alcohol: none', u'BusinessAcceptsCreditCards: False', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: False', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True']","[u'Restaurants', u'Food Stands']","[u'Monday 11:0-14:0', u'Tuesday 11:0-14:0', u'Wednesday 11:0-14:0', u'Thursday 11:0-14:0', u'Friday 11:0-14:0', u'Saturday 6:0-13:0']",business,
1-wuGggkiX5rGS6e2qTP7Q,Cafe Montmartre,Capitol,127 E Mifflin St,Madison,WI,53703.0,43.0768356,-89.3833003,4.0,29,0,"[u'Alcohol: full_bar', u""BestNights: {'monday': True, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", u'CoatCheck: False', u'GoodForKids: False', u""GoodForMeal: {'dessert': True, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HappyHour: True', u""Music: {'dj': True, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': True, 'video': False, 'jukebox': False}"", u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsCounterService: True', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'Smoking: outdoor', u'WheelchairAccessible: True']","[u'Wine Bars', u'Restaurants', u'Bars', u'Arts & Entertainment', u'Nightlife', u'Music Venues']","[u'Monday 11:0-2:0', u'Tuesday 11:0-2:0', u'Wednesday 11:0-2:0', u'Thursday 11:0-2:0', u'Friday 11:0-2:30', u'Saturday 17:0-2:30', u'Sunday 19:0-2:0']",business,127
lk9FXwKCOxIvXAWF8zr_Zg,Cafe Soleil,Capitol,25 N Pinckney St,Madison,WI,53703.0,43.076314,-89.3837429,4.5,25,0,"[u'Alcohol: none', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}"", u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsCounterService: True', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True']",[u'Restaurants'],,business,25
cIe-8MyGWaLJGKhrCtTk6g,Jacobson Bros Meats & Deli,,"2125 McComb Rd, Ste 100",Stoughton,WI,53589.0,42.91752,-89.2473819,3.0,5,1,"[u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'RestaurantsAttire: casual']","[u'Grocery', u'Specialty Food', u'Sandwiches', u'Meat Shops', u'Food', u'Delis', u'Restaurants']",,business,2125
pUmECN5N94AQAe0DtptuYA,Burrito Drive,Williamson - Marquette,310 S Brearly St,Madison,WI,53703.0,43.0810278,-89.3689566,3.5,100,1,"[u'Alcohol: beer_and_wine', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: True', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: no']","[u'Restaurants', u'Mexican']","[u'Monday 11:0-3:0', u'Tuesday 11:0-3:0', u'Wednesday 11:0-3:0', u'Thursday 11:0-3:0', u'Friday 11:0-3:0', u'Saturday 11:0-3:0', u'Sunday 11:0-3:0']",business,310
aLZTOa5e2ON9mmDQcw6GtQ,Panchero's Mexican Grill,,402 S Gammon Rd,Madison,WI,53719.0,43.0601747344,-89.5034033688,2.5,14,1,"[u'Alcohol: none', u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: quiet', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'Mexican', u'Restaurants']","[u'Monday 10:30-23:0', u'Tuesday 10:30-23:0', u'Wednesday 10:30-23:0', u'Thursday 10:30-23:0', u'Friday 10:30-23:0', u'Saturday 10:30-23:0', u'Sunday 10:30-21:0']",business,402
lT4k-e2Axf-f0nA8De9w5A,Green Forest Family Restaurant,,909 E Broadway,Monona,WI,53716.0,43.0485599,-89.315492,4.0,7,1,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}"", u'HasTV: True', u'NoiseLevel: quiet', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: True', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'Comfort Food', u'Food', u'American (Traditional)', u'Restaurants', u'Breakfast & Brunch', u'Desserts']","[u'Monday 6:0-14:0', u'Tuesday 6:0-14:0', u'Wednesday 6:0-14:0', u'Thursday 6:0-14:0', u'Friday 6:0-14:0', u'Saturday 6:0-14:0', u'Sunday 6:0-14:0']",business,909
U5pW5iuYdB_8NxEopCnpqQ,Mr Brews Taphouse,Capitol,305 W Johnson St,Madison,WI,53703.0,43.0743196966,-89.3904203572,3.5,25,1,"[u'Alcohol: beer_and_wine', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u""BestNights: {'monday': False, 'tuesday': True, 'friday': False, 'wednesday': True, 'thursday': True, 'sunday': False, 'saturday': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'CoatCheck: False', u'DriveThru: False', u'GoodForDancing: False', u'GoodForKids: False', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HappyHour: True', u'HasTV: True', u""Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'Smoking: no', u'WiFi: free']","[u'Beer', u'Wine & Spirits', u'Sports Bars', u'Nightlife', u'Restaurants', u'Burgers', u'Food', u'Bars']","[u'Monday 11:0-23:0', u'Tuesday 11:0-23:0', u'Wednesday 11:0-23:0', u'Thursday 11:0-23:0', u'Friday 11:0-1:0', u'Saturday 11:0-1:0', u'Sunday 11:0-23:0']",business,305
di8-ZPAvExDPfttxMs3_JA,Yummy Buffet,Capitol,411 W Gilman St,Madison,WI,53703.0,43.074349,-89.393575,1.0,4,0,"[u'BusinessAcceptsCreditCards: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'RestaurantsAttire: casual', u'RestaurantsPriceRange2: 1', u'WheelchairAccessible: True']","[u'Buffets', u'Restaurants', u'Chinese']",,business,411
TLTawnc8rVosRV9z5-8oOw,Charley's Grilled Subs,Capitol,644 State St,Madison,WI,53703.0,43.074897,-89.3959817,3.0,5,0,"[u'Alcohol: none', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'GoodForKids: False', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: False', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True']","[u'Sandwiches', u'Restaurants']",,business,644
