_id,ltable_business_id,rtable_id,ltable_name,ltable_address,ltable_address_num,ltable_postal_code,ltable_latitude,ltable_longitude,rtable_name,rtable_address,rtable_address_num,rtable_zipcode,rtable_latitude,rtable_longitude,gold_labels
68373,UxhEJdt0iacusZP1gmNZAg,17504056,belleville ale house,7 W Main St,7.0,53508.0,42.859945,-89.534453,watertower chop house,"109 W Main St, Sun Prairie, WI",109.0,,43.1832054,-89.2140966,0
56930,imks3kk22agRE-N2BRkH1w,17503638,monk's bar & grill,8313 Murphy Dr,8313.0,53562.0,43.0974812,-89.524171,monk's bar & grill - middleton,"8313 Murphy Dr, Middleton, WI 53562",8313.0,53562.0,43.0985657,-89.5244317,1
2006,HaRB76OqxMZ28snURM9tFw,17501639,papa bear's bbq,4527 Cottage Grove Rd,4527.0,53716.0,43.084097,-89.3045168,papa jimmy's pizzeria,"224 West Cottage Grove Rd, Cottage Grove, WI 53527",224.0,53527.0,43.0863299,-89.2039999,0
27313,wbia2cGn5pUSCZGLYTu0kw,17502591,portage pi cafe & juice bar,"Graduate Madison, 601 Langdon St",601.0,53703.0,43.075514,-89.395657,samba expresso bar,"240 W Gilman St, Madison, WI 53703",240.0,53703.0,43.0759,-89.3923,0
50461,FDSl04CJhMXhVT5rT7-pjg,17503380,j & m bar and grill,127 W Main St,127.0,53508.0,42.860019,-89.536184,mojo's sports pub & grill,"111 W Main St, Waunakee, WI 53597",111.0,53597.0,43.192042,-89.455413,0
15880,GnODIDJz09LecpudDoynCg,17502238,greenbush bar,914 Regent St,914.0,53715.0,43.067873,-89.401811,greenbush bakery,"1305 Regent Street, Madison, WI 53715",1305.0,53715.0,43.0676,-89.4076,0
28252,-mst4KdHEmeF3Qm0Xfouhw,17502648,subway,"6000 Monona Dr, Ste 100",6000.0,53716.0,43.0539464275,-89.3249382824,subway,"2402 E Springs Dr Ste 200, Madison, WI 53704",2402.0,53704.0,43.1301,-89.2958,0
54813,ZKqbygpsDNOacLvoK2T2tQ,17503544,game time sports bar and grill,6862 County Road K,6862.0,53562.0,43.1407496,-89.5211137,aztalan inn bar & grill,"W6630 County Road B, Lake Mills, WI 53551",6630.0,53551.0,43.073004,-88.862005,0
23524,Lvg2y48cv7xFUJBqoUXmvw,17502504,happy grill mexican restaurant,"2810 E Washington Ave, Ste A",2810.0,53704.0,43.102869,-89.3457212,perkins restaurant & bakery,"258 Corporate Dr Ste 205, Madison, WI 53714",258.0,53714.0,43.1022,-89.3178,0
171,bjgffjRaxLvgh9CJq1xxVg,17501546,blue spoon cafe,"2831 Parmenter St, Ste 140",2831.0,53562.0,43.1054335,-89.5106336,edgewater cafe,"101 N Water St, Albany, WI 53502",101.0,53502.0,42.7086,-89.4387,0
58615,QwGV_v3s9eOMzfWrFLUf6A,17503699,whole foods market,3313 University Ave,3313.0,53705.0,43.0747957,-89.4441049,fresh madison market,"703 University Ave, Madison, WI 53715",703.0,53715.0,43.073071,-89.397542,0
19734,bjgffjRaxLvgh9CJq1xxVg,17502390,blue spoon cafe,"2831 Parmenter St, Ste 140",2831.0,53562.0,43.1054335,-89.5106336,mediterranean cafe,"625 State St, Madison, WI 53703",625.0,53703.0,43.0747,-89.3959,0
75348,w53wITixOgDFWld-X1mMng,18087947,main depot tavern,627 W Main St,627.0,53703.0,43.0672802,-89.392125,depot cafe,"20 S Main Street, Edgerton, WI, WI 53534",20.0,53534.0,42.8322795,-89.0705484,0
44382,GEL7svZLFqx9NWq3aOtz_Q,17503199,pita pit,"449 State St, Ste B/L3",449.0,53703.0,43.0745126,-89.3933663,pizza pit,"330 W Main St, Sun Prairie, WI 53590",330.0,53590.0,43.1834,-89.2179,0
15652,9XtyBTgenMERfl4hDgnDwA,17502233,china palace,1291 N Sherman Ave,1291.0,53704.0,43.1137346,-89.3637978,great china,"619 N Sherman Ave, Madison, WI 53704",619.0,53704.0,43.1087,-89.3637,0
49797,EOlHhLgp32dCdSlsMpiG6A,17503354,five guys burgers and fries,517 State St,517.0,53703.0,43.0746782,-89.3943516,five guys burgers and fries,"517 State St., Madison, WI 53703",517.0,53703.0,43.074626,-89.394048,1
15056,QxqMKO5IZCQUUWIx8nTDJw,17502187,colectivo coffee,583 State St,583.0,53703.0,43.0748669,-89.395633,fair trade coffee house,"418 State St, Madison, WI 53703",418.0,53703.0,43.0749,-89.3921,0
7910,V5K2K2U0JaBL5UPaZYJkSQ,17501855,el burrito loco restaurant,745 N High Point Rd,745.0,53717.0,43.0760775,-89.5184744,river front family restaurant,"1317 N High St, Fort Atkinson, WI 53538",1317.0,53538.0,42.9423,-88.828,0
43084,ZZr9W_LtZeR1-KrmaVt62Q,17503126,ace's main tap,121 S Main St,121.0,53575.0,42.9258232876,-89.3846596781,main street kitchen,"334 E Main St, Stoughton, WI 53589",334.0,53589.0,42.9168,-89.2174,0
75042,COnqdubhr87gCDJjPGwT6A,17878923,freska mediterranean grill,"8310 Greenway Blvd, Ste 104",8310.0,53562.0,43.0906254,-89.5255632,freska mediterranean grill,"8310 Greenway Boulevard, WI 53562",8310.0,53562.0,43.090356,-89.525418,1
30224,wbia2cGn5pUSCZGLYTu0kw,17502755,portage pi cafe & juice bar,"Graduate Madison, 601 Langdon St",601.0,53703.0,43.075514,-89.395657,willalby's cafe,"1351 Williamson St, Madison, WI 53703",1351.0,53703.0,43.085,-89.3615,0
34643,n5BPR_prEPB4B3lxUpoX4g,17502864,papa john's pizza,515 University Ave,515.0,53703.0,43.072826,-89.394966,papa john's pizza,"6615 University Ave, Middleton, WI 53562",6615.0,53562.0,43.0957,-89.4947,0
45869,uLnPW9K1yhNpgzvodCumbQ,17503230,gray's tied house,950 Kimball Ln,950.0,53593.0,42.9791556,-89.5162369,grays tied house,"950 Kimball Ln, Verona, WI 53593",950.0,53593.0,42.9791,-89.5158,1
64514,Lvg2y48cv7xFUJBqoUXmvw,17503926,happy grill mexican restaurant,"2810 E Washington Ave, Ste A",2810.0,53704.0,43.102869,-89.3457212,minerva indian restaurant,"515 Junction Rd Ste A, Madison, WI 53717",515.0,53717.0,43.071621,-89.5248987,0
68692,t-LnJne10SHAWATKYdQdJQ,17504067,huhot mongolian grill,"610 Junction Rd, Ste 101",610.0,53717.0,43.0732552,-89.5266699,headquarters bar & grill,"101 Concord Dr, Oregon, WI 53575",101.0,53575.0,42.916602,-89.37284,0
24246,Ev142kLmV_ASI9iAl-KfKA,17502510,pizza pit extreme,1614 Monroe St,1614.0,53711.0,43.06713,-89.414179,pizza pit extreme,"1614 Monroe St., Madison, WI 53711",1614.0,53711.0,43.067,-89.4142,1
62035,y2YHddCEO-OLukNppajGIQ,17503823,double s bbq,1835 Monroe St,1835.0,53711.0,43.0649127,-89.4167127,double s bbq,"1835 Monroe St, Madison, WI 53711",1835.0,53711.0,43.064981,-89.416837,1
16909,rECtpzeqtOdR5gIWiXoGfQ,17502285,jamerica caribbean restaurant,1236 Williamson St,1236.0,53703.0,43.0841543,-89.3633455,jamerica restaurant,"1236 Williamson St, Madison, WI 53703",1236.0,53703.0,43.0839,-89.3638,1
60649,Y2TCGnkXJ1BmxMKLR1r8Jw,17503781,geier's grill,"Holiday Inn Madison At The American Center, 5109 W Terrace Dr",5109.0,53718.0,43.1424343,-89.2963512,geier's grill,"5109 W Terrace Dr, Madison, WI 53718",5109.0,53718.0,43.141353,-89.296349,1
4566,eYE7zd30ltLAS1V3ssdtrQ,17501745,tip top tavern,601 N North St,601.0,53704.0,43.107164,-89.351047,red barn tavern,"7530 North County Road M, Evansville, WI 53536",7530.0,53536.0,42.7813,-89.2744,0
34125,C16dsL_IEOb5UzRWYhxiKw,17502849,grand china restaurant,2608 Allen Blvd,2608.0,53562.0,43.1035561,-89.4864809,imperial garden chinese restaurant,"2039 Allen Boulevard, Middleton, WI 53562",2039.0,53562.0,43.0908,-89.4855,0
55721,aLZTOa5e2ON9mmDQcw6GtQ,17503581,panchero's mexican grill,402 S Gammon Rd,402.0,53719.0,43.0601747344,-89.5034033688,panchero's mexican grill,"402 S Gammon Road, Madison, WI 53719",402.0,53719.0,43.060306,-89.503043,1
57168,wbia2cGn5pUSCZGLYTu0kw,17503649,portage pi cafe & juice bar,"Graduate Madison, 601 Langdon St",601.0,53703.0,43.075514,-89.395657,cafe o,"611 Langdon St, Madison, WI 53703",611.0,53703.0,43.075635,-89.395702,0
51122,wsmVIHJEi9J_38dXx2qLKA,17503408,bunky's cafe,2425 Atwood Ave,2425.0,53704.0,43.0936656,-89.3461227,daisy cafe and cupcakery,"2827 Atwood Dr., Madison, WI 53704",2827.0,53704.0,43.093736,-89.343105,0
73059,jP6xmjbQRfUitOmv5PKuJA,17797231,cranberry creek take-out & catering,114 E Main St,114.0,53703.0,43.0751123627,-89.3815667555,spring creek restaurant,"118 S Main St, Lodi, WI 53555",118.0,53555.0,43.313279,-89.526518,0
70522,t-LnJne10SHAWATKYdQdJQ,17504125,huhot mongolian grill,"610 Junction Rd, Ste 101",610.0,53717.0,43.0732552,-89.5266699,twist bar & grill,"6617 Odana Rd, Madison, WI 53719",6617.0,53719.0,43.054689,-89.496055,0
9117,1iS-pzwKiNF21UWHl9Rl5g,17501901,macchiatos coffee & wine bar,605 S Main St,605.0,53532.0,43.2416769,-89.3437155,coffee grounds of lodi,"801 N Main St Ste D, Lodi, WI 53555",801.0,53555.0,43.3204,-89.5342,0
20294,b5uN4oS-VZh8i2ETkZ3-8A,17502406,milio's sandwiches,"8333 Greenway Blvd, Ste 120",8333.0,53562.0,43.0898458,-89.5265018,milio's sandwiches,"116 Martin Luther King Jr Blvd, Madison, WI 53703",116.0,53703.0,43.0736,-89.383,0
53151,-pV9kWNoA9vyHfM_auYecA,17503480,the cooper's tavern,20 W Mifflin St,20.0,53703.0,43.075216,-89.386276,cooper's tavern,"20 W. Mifflin, Madison, WI 53703",20.0,53703.0,43.075386,-89.38557,1
14199,E3zvCzX7gquT9srY4pUwLg,17502171,el rancho mexican grill,819 S Park St,819.0,53715.0,43.0588605,-89.4000633,el pastor,"2010 S Park St, Madison, WI 53713",2010.0,53713.0,43.0439,-89.3942,0
66667,qd1QvLRMJMPRQIdhyWmhRg,17503988,china wok,"204 S Century Ave, Unit A6",204.0,53597.0,43.1895553,-89.4614377,magic wok,"2044 Atwood Ave, Madison, WI 53704",2044.0,53704.0,43.092519,-89.353881,0
33548,hwiQp_Tkbyr8HasV8oUxvA,17502841,falbo bros. pizzeria,3301 Parmenter St,3301.0,53562.0,43.1105543572,-89.5092128239,falbo bros pizzeria,"3301 Parmenter St, Middleton, WI 53562",3301.0,53562.0,43.1106707,-89.5091031,1
54700,XnFPzFiLZ8wKWZsmzGjvCQ,17503540,argus,123 E Main St,123.0,53703.0,43.075104,-89.3810381,argus bar grille,"123 E. Main St., Madison, WI 53703",123.0,53703.0,43.074729,-89.381576,1
25655,t-NF_3LecjuOlwiK-Gx2KQ,17502541,potbelly sandwich shop,4833 Annamark Dr,4833.0,53704.0,43.1336297,-89.2995085,potbelly sandwich shop,"4833 Annamark Dr, Madison, WI 53704",4833.0,53704.0,43.1319,-89.2999,1
27862,jz_q2_QTq_CdDbOtY2FSXg,17502625,starbucks,3515 University Ave,3515.0,53705.0,43.0748689,-89.4474868,starbucks,"3515 University Ave, Madison, WI 53705",3515.0,53705.0,43.0752,-89.4467,1
12934,P3Nl2QTfUtoe8-alSSh-9w,17502113,silver mine subs,"2601 W Beltline Hwy, Ste 106",2601.0,53713.0,43.0345363,-89.4221744,cousins subs,"106 S Webster St, Madison, WI 53703",106.0,53703.0,43.0159,-89.4287,0
25100,Qn2uD06olrxL_43_4G_Hqg,17502524,rosati's authentic chicago pizza,4933 Commercial Ave,4933.0,53704.0,43.1055563606,-89.2966957014,pizza pit,"1860 E Washington Ave Ste C3, Madison, WI 53704",1860.0,53704.0,43.0915,-89.3605,0
37885,oyjibcwohyExYYp8lMJ7eA,17502977,charlie's on main,113 S Main St,113.0,53575.0,42.9259569,-89.384765,dining room at 209 main,"209 N Main St, Monticello, WI 53570",209.0,53570.0,42.747341,-89.594695,0
32505,rziLQ_IrRbZMPb3QxCIWUA,17502803,pizza hut,1424 Us Highway 51,1424.0,53589.0,42.9186593,-89.2380762,pizza hut,"5720 US Hwy 51, Mc Farland, WI 53558",5720.0,53558.0,43.0196,-89.3001,0
75555,Iq1P8S3--gqd50xoQJxpqA,18272971,bowl of heaven,"Hilldale Shopping Ctr, 717 Hilldale Way",717.0,53705.0,43.0729301199,-89.4532138687,bowl of heaven,"Hilldale Shopping Center , 717 Hilldale Way, Madison, WI 53705",717.0,53705.0,43.072732,-89.453316,1
58603,OGg60MuC7fTlPaepWqB4bg,17503699,wings over madison,2739 University Ave,2739.0,53705.0,43.0737170375,-89.4354120167,fresh madison market,"703 University Ave, Madison, WI 53715",703.0,53715.0,43.073071,-89.397542,0
13983,RCfpKRSP5o04gdzy7Vhnqw,17502164,jodi's bar and grill,1821 Main St,1821.0,53528.0,43.1140164634,-89.6505199,echo tap & grill,"554 W Main St, Madison, WI 53703",554.0,53703.0,43.0687,-89.3907,0
11492,mswIIlZm3ji6lLAjI3mKBQ,17502028,bub's burger joint,2810 E Washington,2810.0,53704.0,43.102942,-89.345949,burger king,"2655 E Washington Ave, Madison, WI 53704",2655.0,53704.0,43.1012,-89.3477,0
13838,NiBzh0kHusvH5rdnpm7yVw,17502161,bandung indonesian restaurant,"600 Williamson St, Ste M",600.0,53703.0,43.076604,-89.3745656,edo japanese restaurant,"532 S Park St, Madison, WI 53715",532.0,53715.0,43.0616,-89.401,0
58042,RxacBKbziwvC5afDcZS5zg,17503686,the university club,803 State St,803.0,53703.0,43.0746989519,-89.3992268386,university club,"803 State St., Madison, WI 53703",803.0,53703.0,43.074751,-89.399029,1
64110,3uFye5VlDqtBU5_TzSulyA,17503910,viet house,2817 E Washington Ave,2817.0,53704.0,43.1028868,-89.3447941,the spot/gyro house,"2702 East Washington Avenue, Madison, WI 53704",2702.0,53704.0,43.1021873,-89.3471383,0
45130,Lvg2y48cv7xFUJBqoUXmvw,17503218,happy grill mexican restaurant,"2810 E Washington Ave, Ste A",2810.0,53704.0,43.102869,-89.3457212,5th quarter sports bar & grill,"161 Horizon Dr Ste 110, Verona, WI 53593",161.0,53593.0,42.9945,-89.5243,0
14226,84WYW7OfV-IXUJk95EL5_Q,17502172,samba brazilian grill,"240 W Gilman St, Fl 2",240.0,53703.0,43.07546,-89.393063,eldorado grill,"744 Williamson St, Madison, WI 53703",744.0,53703.0,43.0778,-89.3723,0
75412,eQL6UKYvkWERh21rF0Blnw,18201214,moe's tavern & grill,118 State St,118.0,53703.0,43.0747406,-89.3865796,naf naf grill,"555 State Street, Madison",555.0,,43.0748190442,-89.394893262,0
5552,JvCSGmN8gS-kNh9xLgLC1Q,17501785,milio's sandwiches,2932 Fish Hatchery Rd,2932.0,53713.0,43.0277258,-89.4128253,milio's sandwiches,"2932 Fish Hatchery Rd, Fitchburg, WI 53713",2932.0,53713.0,43.0282,-89.4116,1
11370,Ie00N1yErrmaOa44x5K8kA,17502021,itzza pizza,2825 University Ave,2825.0,53705.0,43.0741404,-89.4374257,buck's pizza,"5502 University Ave, Madison, WI 53705",5502.0,53705.0,43.082783,-89.475302,0
43416,qSZa_skrz3CchQ1yqCa42Q,17503137,sole & sapori pizza,209 E Main St,209.0,53572.0,43.0083259,-89.737673,pizza pit,"1060 W Main St, Stoughton, WI 53589",1060.0,53589.0,42.9169,-89.2324,0
43886,jF3zUwEWluI2ZPzkke9mXA,17503174,la bella pizza & pasta,407 W Main St,407.0,53572.0,43.007059,-89.746169,glass nickel pizza co,"101 W Main St, Sun Prairie, WI 53590",101.0,53590.0,43.1832,-89.2138,0
53932,O6bQ22yfG5Q3BAL8pWuaSw,17503518,tex tubb's taco palace,2701 University Ave,2701.0,53705.0,43.0730116,-89.4341454,the taco shop,"604 University Ave, Madison, WI 53715",604.0,53715.0,43.07326,-89.396068,0
7213,84WYW7OfV-IXUJk95EL5_Q,17501822,samba brazilian grill,"240 W Gilman St, Fl 2",240.0,53703.0,43.07546,-89.393063,black hawk tavern & grill,"200 S Main St, Fort Atkinson, WI 53538",200.0,53538.0,42.9268,-88.8372,0
34577,9ySFD8tMkeuTclyWfanI9w,17502864,buck's pizza,5502 University Ave,5502.0,53711.0,43.0828269,-89.4752687,papa john's pizza,"6615 University Ave, Middleton, WI 53562",6615.0,53562.0,43.0957,-89.4947,0
52573,wbia2cGn5pUSCZGLYTu0kw,17503457,portage pi cafe & juice bar,"Graduate Madison, 601 Langdon St",601.0,53703.0,43.075514,-89.395657,cafe porta alba,"558 N. Midvale Blvd (Hilldale Mall), Madison, WI 53705",558.0,53705.0,43.07212,-89.451384,0
76135,lzD08INl2DDUcDGHXsMkmA,18353576,cafe assisi,"254 W. Gilman Street, Second Floor",254.0,53703.0,43.0751696,-89.3935408,cafe costa rica,"731 State Street, Madison, WI 53703",731.0,53703.0,43.074655,-89.39869,0
29021,oSrTdvRGrJ24ofcquIFoPA,17502689,takumi japanese restaurant,4222 E Towne Blvd,4222.0,53704.0,43.124856371,-89.3101472672,takumi japanese restaurant,"4222 E Towne Blvd, Madison, WI 53704",4222.0,53704.0,43.1246,-89.3102,1
18955,NlzU1RxfXaWF6ir-ZWfrLg,17502356,madison cuisine,785 University Ave,785.0,53715.0,43.0730148,-89.3984019,madison avenue,"624 University Ave, Madison, WI 53715",624.0,53715.0,43.0733,-89.3969,0
5724,qou7HXpSiGdNzSmxhf59XA,17501788,4b cafe,"787 N Main St, Ste 106",787.0,53575.0,42.9383678,-89.3835669,pancake cafe,"6220 Nesbitt Rd Ste B, Fitchburg, WI 53719",6220.0,53719.0,43.0099,-89.4795,0
