R,apikey,id,name,url,location,switch_to_order_menu,cuisines,average_cost_for_two,price_range,currency,offers,thumb,user_rating,photos_url,menu_url,featured_image,has_online_delivery,is_delivering_now,deeplink,has_table_booking,events_url,establishment_types,address,locality,city,city_id,latitude,longitude,zipcode,country_id,locality_verbose,address_num
"OrderedDict([(u'res_id', 17501567)])",1719841032c7a280070d7a7a197fd150,17501567,Lucky's,https://www.zomato.com/madison-wi/luckys-barneveld?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'107 County Road Id, Barneveld, WI 53507'), (u'locality', u'Barneveld'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'43.0149000000'), (u'longitude', u'-89.8960000000'), (u'zipcode', u'53507'), (u'country_id', 216), (u'locality_verbose', u'Barneveld, Madison')])",0,American,0,1,$,[],,"OrderedDict([(u'aggregate_rating', u'2.6'), (u'rating_text', u'Average'), (u'rating_color', u'FFBA00'), (u'votes', u'4')])",https://www.zomato.com/madison-wi/luckys-barneveld/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/luckys-barneveld/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501567,0,https://www.zomato.com/madison-wi/luckys-barneveld/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"107 County Road Id, Barneveld, WI 53507",Barneveld,Madison,1264,43.0149,-89.896,53507.0,216,"Barneveld, Madison",107
"OrderedDict([(u'res_id', 17501569)])",1719841032c7a280070d7a7a197fd150,17501569,Corner Cafe,https://www.zomato.com/madison-wi/corner-cafe-belleville?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'30 W Main St, Belleville, WI 53508'), (u'locality', u'Belleville'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'42.8595000000'), (u'longitude', u'-89.5324000000'), (u'zipcode', u'53508'), (u'country_id', 216), (u'locality_verbose', u'Belleville, Madison')])",0,"American, Diner",10,1,$,[],,"OrderedDict([(u'aggregate_rating', u'2.9'), (u'rating_text', u'Average'), (u'rating_color', u'FFBA00'), (u'votes', u'4')])",https://www.zomato.com/madison-wi/corner-cafe-belleville/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/corner-cafe-belleville/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501569,0,https://www.zomato.com/madison-wi/corner-cafe-belleville/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"30 W Main St, Belleville, WI 53508",Belleville,Madison,1264,42.8595,-89.5324,53508.0,216,"Belleville, Madison",30
"OrderedDict([(u'res_id', 17501570)])",1719841032c7a280070d7a7a197fd150,17501570,Bleoni's Cafe,https://www.zomato.com/madison-wi/bleonis-cafe-belleville?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'30 W Main St, Belleville, WI 53508'), (u'locality', u'Belleville'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'42.8595000000'), (u'longitude', u'-89.5346000000'), (u'zipcode', u'53508'), (u'country_id', 216), (u'locality_verbose', u'Belleville, Madison')])",0,,0,1,$,[],,"OrderedDict([(u'aggregate_rating', u'0'), (u'rating_text', u'Not rated'), (u'rating_color', u'CBCBC8'), (u'votes', u'2')])",https://www.zomato.com/madison-wi/bleonis-cafe-belleville/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/bleonis-cafe-belleville/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501570,0,https://www.zomato.com/madison-wi/bleonis-cafe-belleville/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"30 W Main St, Belleville, WI 53508",Belleville,Madison,1264,42.8595,-89.5346,53508.0,216,"Belleville, Madison",30
"OrderedDict([(u'res_id', 17501571)])",1719841032c7a280070d7a7a197fd150,17501571,Borland's,https://www.zomato.com/madison-wi/borlands-belleville?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'119 W Main St, Belleville, WI 53508'), (u'locality', u'Belleville'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'42.8598000000'), (u'longitude', u'-89.5357000000'), (u'zipcode', u'53508'), (u'country_id', 216), (u'locality_verbose', u'Belleville, Madison')])",0,American,25,2,$,[],,"OrderedDict([(u'aggregate_rating', u'3.1'), (u'rating_text', u'Average'), (u'rating_color', u'CDD614'), (u'votes', u'12')])",https://www.zomato.com/madison-wi/borlands-belleville/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/borlands-belleville/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501571,0,https://www.zomato.com/madison-wi/borlands-belleville/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"119 W Main St, Belleville, WI 53508",Belleville,Madison,1264,42.8598,-89.5357,53508.0,216,"Belleville, Madison",119
"OrderedDict([(u'res_id', 17501572)])",1719841032c7a280070d7a7a197fd150,17501572,J & M Bar,https://www.zomato.com/madison-wi/j-m-bar-belleville?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'127 W Main St, Belleville, WI 53508'), (u'locality', u'Belleville'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'42.8598000000'), (u'longitude', u'-89.5357000000'), (u'zipcode', u'53508'), (u'country_id', 216), (u'locality_verbose', u'Belleville, Madison')])",0,"American, Burger, Bar Food",10,1,$,[],,"OrderedDict([(u'aggregate_rating', u'2.9'), (u'rating_text', u'Average'), (u'rating_color', u'FFBA00'), (u'votes', u'7')])",https://www.zomato.com/madison-wi/j-m-bar-belleville/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/j-m-bar-belleville/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501572,0,https://www.zomato.com/madison-wi/j-m-bar-belleville/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"127 W Main St, Belleville, WI 53508",Belleville,Madison,1264,42.8598,-89.5357,53508.0,216,"Belleville, Madison",127
"OrderedDict([(u'res_id', 17501577)])",1719841032c7a280070d7a7a197fd150,17501577,Paoli Pub & Grill,https://www.zomato.com/madison-wi/paoli-pub-grill-belleville?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'6893 Paoli Rd, Belleville, WI 53508'), (u'locality', u'Belleville'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'42.9293000000'), (u'longitude', u'-89.5258000000'), (u'zipcode', u'53508'), (u'country_id', 216), (u'locality_verbose', u'Belleville, Madison')])",0,"Breakfast, Burger, Bar Food",10,1,$,[],,"OrderedDict([(u'aggregate_rating', u'3.3'), (u'rating_text', u'Average'), (u'rating_color', u'CDD614'), (u'votes', u'25')])",https://www.zomato.com/madison-wi/paoli-pub-grill-belleville/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/paoli-pub-grill-belleville/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501577,0,https://www.zomato.com/madison-wi/paoli-pub-grill-belleville/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"6893 Paoli Rd, Belleville, WI 53508",Belleville,Madison,1264,42.9293,-89.5258,53508.0,216,"Belleville, Madison",6893
"OrderedDict([(u'res_id', 17501578)])",1719841032c7a280070d7a7a197fd150,17501578,Subway,https://www.zomato.com/madison-wi/subway-17-belleville?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'1019 River St Ste 4, Belleville, WI 53508'), (u'locality', u'Belleville'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'42.8774000000'), (u'longitude', u'-89.5331000000'), (u'zipcode', u'53508'), (u'country_id', 216), (u'locality_verbose', u'Belleville, Madison')])",0,Fast Food,10,1,$,[],,"OrderedDict([(u'aggregate_rating', u'0'), (u'rating_text', u'Not rated'), (u'rating_color', u'CBCBC8'), (u'votes', u'3')])",https://www.zomato.com/madison-wi/subway-17-belleville/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/subway-17-belleville/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501578,0,https://www.zomato.com/madison-wi/subway-17-belleville/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"1019 River St Ste 4, Belleville, WI 53508",Belleville,Madison,1264,42.8774,-89.5331,53508.0,216,"Belleville, Madison",1019
"OrderedDict([(u'res_id', 17501582)])",1719841032c7a280070d7a7a197fd150,17501582,LP Gas-Fuel-Carwash,https://www.zomato.com/madison-wi/lp-gas-fuel-carwash-black-earth?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'917 Mills St, Black Earth, WI 53515'), (u'locality', u'Black Earth'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'43.1405000000'), (u'longitude', u'-89.7478000000'), (u'zipcode', u'53515'), (u'country_id', 216), (u'locality_verbose', u'Black Earth, Madison')])",0,Pizza,0,1,$,[],,"OrderedDict([(u'aggregate_rating', u'0'), (u'rating_text', u'Not rated'), (u'rating_color', u'CBCBC8'), (u'votes', u'2')])",https://www.zomato.com/madison-wi/lp-gas-fuel-carwash-black-earth/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/lp-gas-fuel-carwash-black-earth/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501582,0,https://www.zomato.com/madison-wi/lp-gas-fuel-carwash-black-earth/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"917 Mills St, Black Earth, WI 53515",Black Earth,Madison,1264,43.1405,-89.7478,53515.0,216,"Black Earth, Madison",917
"OrderedDict([(u'res_id', 17501583)])",1719841032c7a280070d7a7a197fd150,17501583,Shack,https://www.zomato.com/madison-wi/shack-black-earth?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'1103 Mills St, Black Earth, WI 53515'), (u'locality', u'Black Earth'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'43.1388000000'), (u'longitude', u'-89.7478000000'), (u'zipcode', u'53515'), (u'country_id', 216), (u'locality_verbose', u'Black Earth, Madison')])",0,Bar Food,10,1,$,[],,"OrderedDict([(u'aggregate_rating', u'2.7'), (u'rating_text', u'Average'), (u'rating_color', u'FFBA00'), (u'votes', u'4')])",https://www.zomato.com/madison-wi/shack-black-earth/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/shack-black-earth/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501583,0,https://www.zomato.com/madison-wi/shack-black-earth/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"1103 Mills St, Black Earth, WI 53515",Black Earth,Madison,1264,43.1388,-89.7478,53515.0,216,"Black Earth, Madison",1103
"OrderedDict([(u'res_id', 17501586)])",1719841032c7a280070d7a7a197fd150,17501586,Harley Blue,https://www.zomato.com/madison-wi/harley-blue-blue-mounds?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OrderedDict([(u'address', u'2961 Main St, Blue Mounds, WI 53517'), (u'locality', u'Blue Mounds'), (u'city', u'Madison'), (u'city_id', 1264), (u'latitude', u'43.0174000000'), (u'longitude', u'-89.8322000000'), (u'zipcode', u'53517'), (u'country_id', 216), (u'locality_verbose', u'Blue Mounds, Madison')])",0,Bar Food,0,1,$,[],,"OrderedDict([(u'aggregate_rating', u'2.6'), (u'rating_text', u'Average'), (u'rating_color', u'FFBA00'), (u'votes', u'5')])",https://www.zomato.com/madison-wi/harley-blue-blue-mounds/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/madison-wi/harley-blue-blue-mounds/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,,0,0,zomato://restaurant/17501586,0,https://www.zomato.com/madison-wi/harley-blue-blue-mounds/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,[],"2961 Main St, Blue Mounds, WI 53517",Blue Mounds,Madison,1264,43.0174,-89.8322,53517.0,216,"Blue Mounds, Madison",2961
